corpus	fname	TimeSig	KeySig	last_mc	last_mn	label_count	annotated_key	harmony_version	annotators	reviewers	composed_start	composed_end	composer	workTitle	movementNumber	movementTitle	workNumber	poet	lyricist	arranger	copyright	creationDate	mscVersion	platform	source	translator	musescore	ambitus	rel_paths	comments	originalFormat	staff_1_ambitus	staff_1_instrument	staff_2_ambitus	staff_2_instrument	staff_3_ambitus	staff_3_instrument	staff_4_ambitus	staff_4_instrument	length_qb	last_mc_unfolded	last_mn_unfolded	length_qb_unfolded	volta_mcs	all_notes_qb	n_onsets	n_onset_positions	guitar_chord_count	form_label_count	composed_source	title_text	subtitle_text	lyricist_text	composer_text	ms3_version	subdirectory	rel_path	has_drumset	imslp	musicbrainz	viaf	wikidata	score_integrity	imslp.1	key	mode	typesetter	electronic editor	electronic encoder	text	pdf	score integrity	PDF
corelli	op03n12b	1: 3/4, 35: 6/8	1: 2	41	41	8	E	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	2	Allegro	op. 3, no. 12				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	52-88 (E3-E6)			xml	56-88 (G#3-E6)		56-88 (G#3-E6)		52-52 (E3-E3)		52-52 (E3-E3)		123	41	41	123		430.5	294	213	0	0		Sonata da chiesa op. 3, no. 12	2. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op03n12b.mscx	0															
corelli	op03n12c	1: 4/4	1: 2	9	9	39	E	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	3	Adagio	op. 3, no. 12				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-85 (E2-C#6)			xml	63-83 (D#4-B5)		66-85 (F#4-C#6)		40-59 (E2-B3)		40-59 (E2-B3)		36	9	9	36		139.5	135	50	0	0		Sonata da chiesa op. 3, no. 12	3. Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op03n12c.mscx	0															
corelli	op03n12d	1: 4/4	1: 2	29	29	97	A	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	4	Vivace	op. 3, no. 12				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-88 (E2-E6)			xml	69-88 (A4-E6)		64-86 (E4-D6)		40-66 (E2-F#4)		40-64 (E2-E4)		116	29	29	116		432.5	687	335	0	0		Sonata da chiesa op. 3, no. 12	4. Vivace		Arcangelo Corelli	1.1.2	MS3	MS3/op03n12d.mscx	0															
corelli	op03n12e	1: 4/4	1: 2	25	25	76	A	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	5	Allegro	op. 3, no. 12				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-88 (D2-E6)			xml	56-85 (G#3-C#6)		62-88 (D4-E6)		40-64 (E2-E4)		38-59 (D2-B3)		100	25	25	100		378.25	527	310	0	0		Sonata da chiesa op. 3, no. 12	5. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op03n12e.mscx	0															
corelli	op03n12f	1: 4/4	1: 2	37	37	192	A	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	6	Allegro	op. 3, no. 12				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-88 (E2-E6)			xml	57-88 (A3-E6)		56-88 (G#3-E6)		40-64 (E2-E4)		40-64 (E2-E4)		148	37	37	148		537	972	497	0	0		Sonata da chiesa op. 3, no. 12	6. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op03n12f.mscx	0															
corelli	op03n12g	1: 6/8	1: 2	46	46	205	A	2.3.0	John Heilig	AN	1689	1689	Arcangelo Corelli	Sonata da chiesa	7	Allegro	op. 3, no. 12				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-85 (E2-C#6)			xml	64-85 (E4-C#6)		64-85 (E4-C#6)		40-64 (E2-E4)		40-64 (E2-E4)		138	92	92	276		490.5	718	270	0	0		Sonata da chiesa op. 3, no. 12	7. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op03n12g.mscx	0															
corelli	op04n01a	1: 4/4	1: 0	17	17	74	C	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Largo	op. 4, no. 1				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)			xml	64-83 (E4-B5)		63-81 (D#4-A5)		40-64 (E2-E4)		40-64 (E2-E4)		68	34	34	136		261.5	284	107	0	0		Sonata da camera op. 4, no. 1	1. Preludio: Largo		Arcangelo Corelli	1.1.2	MS3	MS3/op04n01a.mscx	0															
corelli	op04n01b	1: 3/4	1: 0	49	47	75	C	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	2	Corrente: Allegro	op. 4, no. 1				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-84 (D2-C6)				66-84 (F#4-C6)	Violin	64-84 (E4-C6)	Violin	38-62 (D2-D4)	Piano			141.5	98	94	283		391	407	246	0	0		Sonata da camera op. 4, no. 1	2. Corrente: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n01b.mscx	0															
corelli	op04n01c	1: 4/4	1: 0	13	13	47	a	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	3	Adagio	op. 4, no. 1				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-81 (E2-A5)				63-81 (D#4-A5)	Violin	60-77 (C4-F5)	Violin	40-62 (E2-D4)	Piano			52	13	13	52		143	232	83	0	0		Sonata da camera op. 4, no. 1	3. Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n01c.mscx	0															
corelli	op04n01d	1: 4/4	1: 0	34	34	136	C	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	4	Allemanda: Presto	op. 4, no. 1				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	43-83 (G2-B5)			xml	64-83 (E4-B5)		60-81 (C4-A5)		43-64 (G2-E4)		43-64 (G2-E4)		136	68	68	272		514	697	258	0	0		Sonata da camera op. 4, no. 1	4. Allemanda: Presto		Arcangelo Corelli	1.1.2	MS3	MS3/op04n01d.mscx	0															
corelli	op04n02a	1: 4/4	1: -1	20	20	87	g	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Grave	op. 4, no. 2				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-82 (D2-Bb5)			xml	60-82 (C4-Bb5)		62-82 (D4-Bb5)		38-63 (D2-Eb4)		38-63 (D2-Eb4)		80	20	20	80		299	398	140	0	0		Sonata da camera op. 4, no. 2	1. Preludio: Grave		Arcangelo Corelli	1.1.2	MS3	MS3/op04n02a.mscx	0															
corelli	op04n02b	1: 4/4	1: -1	24	22	111	g	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	2	Allemanda: Allegro	op. 4, no. 2				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-82 (D2-Bb5)				66-82 (F#4-Bb5)	Violin	62-81 (D4-A5)	Violin	38-63 (D2-Eb4)	Piano			88	48	44	176		240.5	373	178	0	0		Sonata da camera op. 4, no. 2	2. Allemanda: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n02b.mscx	0															
corelli	op04n02c	1: 4/4	1: -1	5	5	9	g	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	3	Grave	op. 4, no. 2				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	47-75 (B2-Eb5)				70-75 (Bb4-Eb5)	Violin	63-74 (Eb4-D5)	Violin	47-60 (B2-C4)	Piano			20	5	5	20		48	33	11	0	0		Sonata da camera op. 4, no. 2	3. Grave		Arcangelo Corelli	1.1.2	MS3	MS3/op04n02c.mscx	0															
corelli	op04n02d	1: 3/4	1: -1	57	57	125	g	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	4	Corrente: Vivace	op. 4, no. 2				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-86 (D2-D6)			xml	62-86 (D4-D6)		62-84 (D4-C6)		38-63 (D2-Eb4)		38-63 (D2-Eb4)		171	114	114	342		646	429	161	0	0		Sonata da camera op. 4, no. 2	4. Corrente: Vivace		Arcangelo Corelli	1.1.2	MS3	MS3/op04n02d.mscx	0															
corelli	op04n03a	1: 4/4	1: 2	18	18	90	A	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Largo	op. 4, no. 3				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)			xml	64-83 (E4-B5)		63-83 (D#4-B5)		40-64 (E2-E4)		40-64 (E2-E4)		72	36	36	144		263	352	135	0	0		Sonata da camera op. 4, no. 3	1. Preludio: Largo		Arcangelo Corelli	1.1.2	MS3	MS3/op04n03a.mscx	0															
corelli	op04n03b	1: 3/4	1: 2	49	48	87	A	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	2	Corrente: Allegro	op. 4, no. 3				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	37-83 (C#2-B5)			xml	62-83 (D4-B5)		63-83 (D#4-B5)		37-64 (C#2-E4)		37-64 (C#2-E4)		144	98	96	288		546	588	268	0	0		Sonata da camera op. 4, no. 3	2. Corrente: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n03b.mscx	0															
corelli	op04n03c	1: 3/2	1: 2	17	16	37	A	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	3	Sarabanda: Largo	op. 4, no. 3				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-81 (E2-A5)			xml	64-81 (E4-A5)		64-78 (E4-F#5)		40-62 (E2-D4)		40-62 (E2-D4)		96	17	16	96		384	270	87	0	0		Sonata da camera op. 4, no. 3	3. Sarabanda: Largo		Arcangelo Corelli	1.1.2	MS3	MS3/op04n03c.mscx	0															
corelli	op04n03d	1: 2/2	1: 2	41	41	136	A	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	4	Tempo di Gavotta: Allegro	op. 4, no. 3				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-81 (E2-A5)			xml	64-81 (E4-A5)		64-81 (E4-A5)		40-64 (E2-E4)		40-64 (E2-E4)		164	82	82	328		572	465	162	0	0		Sonata da camera op. 4, no. 3	4. Tempo di Gavotta: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n03d.mscx	0															
corelli	op04n04a	1: 4/4	1: 2	20	20	68	D	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Grave	op. 4, no. 4				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-83 (D2-B5)			xml	62-83 (D4-B5)		61-81 (C#4-A5)		38-62 (D2-D4)		38-62 (D2-D4)		80	20	20	80		272	292	113	0	0		Sonata da camera op. 4, no. 4	1. Preludio: Grave		Arcangelo Corelli	1.1.2	MS3	MS3/op04n04a.mscx	0															
corelli	op04n04b	1: 3/4	1: 2	42	41	80	D	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	2	Corrente: Allegro	op. 4, no. 4				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-83 (D2-B5)			xml	57-83 (A3-B5)		62-81 (D4-A5)		38-62 (D2-D4)		38-62 (D2-D4)		123	84	82	246		488	362	128	0	0		Sonata da camera op. 4, no. 4	2. Corrente: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n04b.mscx	0															
corelli	op04n04c	1: 4/4	1: 2	17	17	102	b	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, DK	1694	1694	Arcangelo Corelli	Sonata da camera	3	Adagio	op. 4, no. 4				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	42-83 (F#2-B5)			xml	70-83 (A#4-B5)		66-83 (F#4-B5)		42-62 (F#2-D4)		42-62 (F#2-D4)		68	17	17	68		252.5	401	133	0	0		Sonata da camera op. 4, no. 4	3. Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n04c.mscx	0															
corelli	op04n04d	1: 12/8	1: 2	33	31	107	D	2.3.0	Lydia Carlisi (2.1.1), Adrian Nagel (2.3.0)	AN, AB	1694	1694	Arcangelo Corelli	Sonata da camera	4	Giga: Allegro	op. 4, no. 4				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	38-83 (D2-B5)				57-83 (A3-B5)	Violin	61-81 (C#4-A5)	Violin	38-66 (D2-F#4)	Piano			186	66	62	372		507.75	636	357	0	0		Sonata da camera op. 4, no. 4	4. Giga: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n04d.mscx	0															
corelli	op04n05a	1: 4/4	1: 0	20	20	101	a	2.3.0	Andrew Wilson	JH	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Adagio	op. 4, no. 5				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-84 (E2-C6)			xml	67-84 (G4-C6)		64-84 (E4-C6)		40-65 (E2-F4)		40-65 (E2-F4)		80	20	20	80		291.5	392	142	0	0		Sonata da camera op. 4, no. 5	1. Preludio: Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n05a.mscx	0															
corelli	op04n05b	1: 4/4	1: 0	28	28	105	a	2.3.0	Andrew Wilson	JH	1694	1694	Arcangelo Corelli	Sonata da camera	2	Allemanda: Allegro	op. 4, no. 5				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)			xml	64-83 (E4-B5)		64-82 (E4-Bb5)		40-64 (E2-E4)		40-64 (E2-E4)		112	56	56	224		440	635	224	0	0		Sonata da camera op. 4, no. 5	2. Allemanda: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n05b.mscx	0															
corelli	op04n05c	1: 3/4	1: 0	39	39	78	a	2.3.0	Andrew Wilson	JH	1694	1694	Arcangelo Corelli	Sonata da camera	3	Corrente: Vivace	op. 4, no. 5				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-84 (E2-C6)			xml	68-84 (G#4-C6)		60-83 (C4-B5)		40-65 (E2-F4)		40-65 (E2-F4)		117	78	78	234		468	319	104	0	0		Sonata da camera op. 4, no. 5	3. Corrente: Vivace		Arcangelo Corelli	1.1.2	MS3	MS3/op04n05c.mscx	0															
corelli	op04n05d	1: 2/2	1: 0	12	12	38	a	2.3.0	Andrew Wilson	AN	1694	1694	Arcangelo Corelli	Sonata da camera	4	Gavotta: Allegro	op. 4, no. 5				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)			xml	69-83 (A4-B5)		62-81 (D4-A5)		40-60 (E2-C4)		40-60 (E2-C4)		48	24	24	96		174	142	51	0	0		Sonata da camera op. 4, no. 5	4. Gavotta: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n05d.mscx	0															
corelli	op04n06a	1: 4/4	1: 3	6	6	22	E	2.3.0	Adrian Nagel	Victor Zheng	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Adagio	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	42-73 (F#2-C#5)				59-73 (B3-C#5)	Violin	63-73 (D#4-C#5)	Violin	42-57 (F#2-A3)	Piano			24	6	6	24		72	83	40	0	0		Sonata da camera op. 4, no. 6	1. Preludio: Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06a.mscx	0															
corelli	op04n06b	1: 3/4	1: 3	23	23	41	E	2.3.0	Adrian Nagel	Victor Zheng	1694	1694	Arcangelo Corelli	Sonata da camera	2	Allegro	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-85 (E2-C#6)				64-85 (E4-C#6)	Violin	64-83 (E4-B5)	Violin	40-59 (E2-B3)	Piano			69	23	23	69		185	215	130	0	0		Sonata da camera op. 4, no. 6	2. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06b.mscx	0															
corelli	op04n06c	1: 6/4	1: 3	7	7	19	b	2.3.0	Adrian Nagel	Victor Zheng	1694	1694	Arcangelo Corelli	Sonata da camera	3	Adagio	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	51-79 (D#3-G5)				67-79 (G4-G5)	Violin	68-79 (G#4-G5)	Violin	51-66 (D#3-F#4)	Piano			42	7	7	42		116	43	22	0	0		Sonata da camera op. 4, no. 6	3. Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06c.mscx	0															
corelli	op04n06d	1: 3/4	1: 3	28	28	57	E	2.3.0	Adrian Nagel	Victor Zheng	1694	1694	Arcangelo Corelli	Sonata da camera	4	Allegro	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-85 (E2-C#6)				66-85 (F#4-C#6)	Violin	63-83 (D#4-B5)	Violin	40-61 (E2-C#4)	Piano			84	28	28	84		236	278	145	0	0		Sonata da camera op. 4, no. 6	4. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06d.mscx	0															
corelli	op04n06e	1: 6/4	1: 3	10	10	22	e	2.3.0	Adrian Nagel	Victor Zheng	1694	1694	Arcangelo Corelli	Sonata da camera	5	Adagio	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	44-79 (G#2-G5)				64-79 (E4-G5)	Violin	61-72 (C#4-C5)	Violin	44-59 (G#2-B3)	Piano			60	10	10	60		170	54	26	0	0		Sonata da camera op. 4, no. 6	5. Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06e.mscx	0															
corelli	op04n06f	1: 4/4	1: 3	25	25	76	E	2.3.0	Tim Girard	AN	1694	1694	Arcangelo Corelli	Sonata da camera	6	Allemanda: Allegro	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)			xml	68-83 (G#4-B5)		64-80 (E4-G#5)		40-64 (E2-E4)		40-64 (E2-E4)		100	50	50	200		365.25	353	154	0	0		Sonata da camera op. 4, no. 6	6. Allemanda: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06f.mscx	0															
corelli	op04n06g	1: 12/8	1: 3	30	30	94	E	2.3.0	Justin Franklin	JH	1694	1694	Arcangelo Corelli	Sonata da camera	7	Giga: Allegro	op. 4, no. 6				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)		Two different timesigs problematic: onsets in TSV files partly incorrect; tempo marking should be dotted quarters but MuseScore applies it to the 4/4 layer	xml	63-83 (D#4-B5)		63-81 (D#4-A5)		40-64 (E2-E4)		40-64 (E2-E4)		180	60	60	360		580.5	556	283	0	0		Sonata da camera op. 4, no. 6	7. Giga: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n06g.mscx	0															
corelli	op04n07a	1: 4/4	1: -1	15	15	86	F	2.3.0	Justin Franklin	JH	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Largo	op. 4, no. 7				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	41-84 (F2-C6)			xml	60-84 (C4-C6)		64-84 (E4-C6)		41-65 (F2-F4)		41-65 (F2-F4)		60	15	15	60		234	343	139	0	0		Sonata da camera op. 4, no. 7	1. Preludio: Largo		Arcangelo Corelli	1.1.2	MS3	MS3/op04n07a.mscx	0															
corelli	op04n07b	1: 3/4	1: -1	46	46	104	F	2.3.0	Justin Franklin	AN	1694	1694	Arcangelo Corelli	Sonata da camera	2	Corrente: Allegro	op. 4, no. 7				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	41-86 (F2-D6)				65-86 (F4-D6)	Violin	65-84 (F4-C6)	Violin	41-65 (F2-F4)	Piano			138	92	92	276		360	280	155	0	0		Sonata da camera op. 4, no. 7	2. Corrente: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n07b.mscx	0															
corelli	op04n07c	1: 4/4	1: -1	6	6	12	d	2.3.0	Justin Franklin	JH	1694	1694	Arcangelo Corelli	Sonata da camera	3	Grave	op. 4, no. 7				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	45-74 (A2-D5)				62-74 (D4-D5)	Violin	61-69 (C#4-A4)	Violin	45-62 (A2-D4)	Piano			24	6	6	24		51	36	12	0	0		Sonata da camera op. 4, no. 7	3. Grave		Arcangelo Corelli	1.1.2	MS3	MS3/op04n07c.mscx	0															
corelli	op04n07d	1: 3/4	1: -1	32	32	47	F	2.3.0	Justin Franklin	JH	1694	1694	Arcangelo Corelli	Sonata da camera	4	Sarabanda: Vivace	op. 4, no. 7				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	36-84 (C2-C6)			xml	72-84 (C5-C6)		67-81 (G4-A5)		36-65 (C2-F4)		36-65 (C2-F4)		96	64	64	192		379	425	170	0	0		Sonata da camera op. 4, no. 7	4. Sarabanda: Vivace		Arcangelo Corelli	1.1.2	MS3	MS3/op04n07d.mscx	0															
corelli	op04n07e	1: 12/8	1: -1	27	27	92	F	2.3.0	Justin Franklin	AN	1694	1694	Arcangelo Corelli	Sonata da camera	5	Giga: Allegro	op. 4, no. 7				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	36-86 (C2-D6)			xml	57-86 (A3-D6)		58-82 (Bb3-Bb5)		36-62 (C2-D4)		36-62 (C2-D4)		162	54	54	324		473	563	309	0	0		Sonata da camera op. 4, no. 7	5. Giga: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n07e.mscx	0															
corelli	op04n08a	1: 3/2	1: 0	38	38	94	d	2.3.0	Kevin Davis	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Grave	op. 4, no. 8				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-83 (E2-B5)			xml	61-81 (C#4-A5)		61-83 (C#4-B5)		40-62 (E2-D4)		40-62 (E2-D4)		228	38	38	228		848	311	117	0	0		Sonata da camera op. 4, no. 8	1. Preludio: Grave		Arcangelo Corelli	1.1.2	MS3	MS3/op04n08a.mscx	0															
corelli	op04n08b	1: 4/4	1: 0	23	23	88	d	2.3.0	Kevin Davis	JH	1694	1694	Arcangelo Corelli	Sonata da camera	2	Allemanda: Allegro	op. 4, no. 8				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	40-84 (E2-C6)			xml	69-84 (A4-C6)		66-81 (F#4-A5)		40-65 (E2-F4)		40-65 (E2-F4)		92	46	46	184		338	854	344	0	0		Sonata da camera op. 4, no. 8	2. Allemanda: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n08b.mscx	0															
corelli	op04n08c	1: 6/8	1: 0	16	16	41	d	2.3.0	Kevin Davis	AN, JH	1694	1694	Arcangelo Corelli	Sonata da camera	3	Sarabanda: Allegro	op. 4, no. 8				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	41-84 (F2-C6)			xml	73-84 (C#5-C6)		73-81 (C#5-A5)		41-62 (F2-D4)		41-62 (F2-D4)		48	32	32	96		192	264	85	0	0		Sonata da camera op. 4, no. 8	3. Sarabanda: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n08c.mscx	0															
corelli	op04n09a	1: 4/4	1: -1	13	13	77	Bb	2.3.0	Victor Zheng	AN	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Largo	op. 4, no. 9				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	36-84 (C2-C6)			xml	65-84 (F4-C6)		62-84 (D4-C6)		36-65 (C2-F4)		36-65 (C2-F4)		52	26	26	104		179	369	190	0	0		Sonata da camera op. 4, no. 9	1. Preludio: Largo		Arcangelo Corelli	1.1.2	MS3	MS3/op04n09a.mscx	0															
corelli	op04n09b	1: 3/4	1: -1	44	44	103	Bb	2.3.0	Victor Zheng	AN	1694	1694	Arcangelo Corelli	Sonata da camera	2	Corrente: Allegro	op. 4, no. 9				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	41-84 (F2-C6)			xml	57-84 (A3-C6)		60-84 (C4-C6)		41-65 (F2-F4)		41-65 (F2-F4)		132	88	88	264		490	550	235	0	0		Sonata da camera op. 4, no. 9	2. Corrente: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n09b.mscx	0															
corelli	op04n09c	1: 4/4	1: -1	12	12	49	g	2.3.0	Victor Zheng	JH	1694	1694	Arcangelo Corelli	Sonata da camera	3	Grave	op. 4, no. 9				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	45-81 (A2-A5)			xml	66-81 (F#4-A5)		66-81 (F#4-A5)		45-62 (A2-D4)		45-62 (A2-D4)		48	12	12	48		191	149	56	0	0		Sonata da camera op. 4, no. 9	3. Grave		Arcangelo Corelli	1.1.2	MS3	MS3/op04n09c.mscx	0															
corelli	op04n09d	1: 2/2	1: -1	56	56	167	Bb	2.3.0	Victor Zheng	JH	1694	1694	Arcangelo Corelli	Sonata da camera	4	Tempo di Gavotta: Allegro	op. 4, no. 9				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	41-86 (F2-D6)			xml	65-86 (F4-D6)		62-82 (D4-Bb5)		41-62 (F2-D4)		41-62 (F2-D4)		224	112	112	448		790	738	324	0	0		Sonata da camera op. 4, no. 9	4. Tempo di Gavotta: Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n09d.mscx	0															
corelli	op04n10a	1: 4/4	1: 0	2	2	4	G	2.3.0	Kevin Davis	JH	1694	1694	Arcangelo Corelli	Sonata da camera	1	Preludio: Adagio	op. 4, no. 10				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	50-74 (D3-D5)				66-74 (F#4-D5)	Violin	69-74 (A4-D5)	Violin	50-55 (D3-G3)	Piano			8	2	2	8		12	12	4	0	0		Sonata da camera op. 4, no. 10	1. Preludio: Adagio		Arcangelo Corelli	1.1.2	MS3	MS3/op04n10a.mscx	0															
corelli	op04n10b	1: 4/4	1: 0	33	33	104	G	2.3.0	Kevin Davis	JH	1694	1694	Arcangelo Corelli	Sonata da camera	2	Allegro	op. 4, no. 10				CC BY-NC-SA 4.0; CCARH; DCML		3.02				3.6.2	42-86 (F#2-D6)				66-86 (F#4-D6)	Violin	62-83 (D4-B5)	Violin	42-64 (F#2-E4)	Piano			132	33	33	132		340	642	403	0	0		Sonata da camera op. 4, no. 10	2. Allegro		Arcangelo Corelli	1.1.2	MS3	MS3/op04n10b.mscx	0															
